Student,Image Name,Canny Edge,Sobel Edge,HOG Features,Endpoints,Thickness,Curvature,Percentage Black Pixels,Percentage White Pixels,Line Irregularity,LBP Mean
student_11,w0011_s01_pLND_r01.png,1.954612251035018,228.31382888808037,0.018168204517441035,77422,683.0939,0.5625308726092652,0.0,100.0,362.653246544245,0.01817060471888466
student_11,w0011_s01_pLND_r02.png,1.7853340372038167,208.69891895850972,0.017239553284192903,77259,469.43713,0.5671009398533264,0.0,100.0,347.33063533085306,0.017242063322198464
student_11,w0011_s01_pLND_r03.png,1.8702639437319104,217.95704169702122,0.01759170668091497,74389,737.8962,0.5580244469991571,0.0,100.0,412.6115086723186,0.01759417506784962
student_11,w0011_s01_pWOZ_r01.png,1.5136901292934297,177.13495283546268,0.01380137252488432,69528,386.0943,0.575596454625511,0.0,100.0,427.71482581531154,0.01380428921496808
student_11,w0011_s01_pWOZ_r02.png,1.4621082235700091,170.82627311143523,0.013290523139621311,61386,920.60986,0.5760850293246482,0.0,100.0,487.91218387018694,0.01329348333718769
student_11,w0011_s01_pWOZ_r03.png,1.489056053819285,174.35959782204097,0.013681763301704881,61822,549.6907,0.5715889738799996,0.0,100.0,515.8953650515391,0.01368469413861296
student_11,w0011_s01_pPHR_r01.png,0.27508572122286673,32.16662513747919,0.0025637543264153432,20862,1043.7391,0.5408801654709702,0.0,100.0,955.9949006140148,0.002568000149873502
student_11,w0011_s01_pPHR_r03.png,0.291176184110412,33.967687664434614,0.0027324377379195387,20310,1288.9156,0.5524602317616728,0.0,100.0,1032.5546184100867,0.002736663610285929
student_11,w0011_s01_pPHR_r02.png,0.29449424267165764,34.41256299292508,0.002781196051567303,27568,485.5022,0.550554586421451,0.0,100.0,957.7279827220717,0.0027854161570264355
student_29,w0029_s01_pPHR_r01.png,0.5864136077804899,70.9965168683498,0.005075473409789826,28558,1225.545,0.52854016706967,0.0,100.0,756.1720769771918,0.005079399725325896
student_29,w0029_s01_pPHR_r03.png,0.5470757381765412,66.21646335964405,0.004620519949448768,26729,742.53394,0.5498977821639598,0.0,100.0,844.9996671596978,0.0046245225082057586
student_29,w0029_s01_pPHR_r02.png,0.5959590683807617,72.3935420588343,0.005193592694617999,27108,584.1379,0.5343512353966605,0.0,100.0,1086.6379341804702,0.0051975274729878914
student_29,w0029_s01_pWOZ_r01.png,2.963283569317131,358.35358397429997,0.025417124022612987,78921,413.4465,0.5527417061062628,0.0,100.0,552.093596089445,0.02541866685546903
student_29,w0029_s01_pWOZ_r02.png,2.9178922654256167,351.87517077572727,0.025649980401461783,80543,481.92572,0.541114520151728,0.0,100.0,435.9760978479633,0.025651495693145034
student_29,w0029_s01_pWOZ_r03.png,2.9832687729939282,363.7436143243867,0.025467380572062822,74106,772.56757,0.5647657549885607,0.0,100.0,680.5666641667075,0.025468917460807223
student_29,w0029_s01_pLND_r01.png,3.4320511125350475,412.65958730944647,0.03062797137214749,89637,519.3882,0.5252001418657875,0.0,100.0,360.23457288272596,0.030628897890140467
student_29,w0029_s01_pLND_r02.png,3.522845663131933,427.61852873807027,0.030750209372966138,95580,328.29953,0.534505636946164,0.0,100.0,305.021958327148,0.030751121433215168
student_29,w0029_s01_pLND_r03.png,3.5743010570927902,434.10079682246555,0.03135473440806553,88283,629.52826,0.5364145295385943,0.0,100.0,420.95330156534635,0.03135557019254997
student_16,w0016_s01_pPHR_r01.png,0.3217177627586997,38.593049124979366,0.0029286664716041515,21837,1293.8486,0.49652520738675665,0.0,100.0,965.2300963443323,0.0029328691349457866
student_16,w0016_s01_pPHR_r02.png,0.3364363810563105,40.32418513132861,0.0030447685357044506,23234,642.346,0.46550241915030766,0.0,100.0,864.1760526651963,0.0030489574670322815
student_16,w0016_s01_pPHR_r03.png,0.32254480070923613,38.686851431911045,0.0029121489326196376,20606,1219.1774,0.4609076449599109,0.0,100.0,1043.7312680953846,0.002916353549579196
student_16,w0016_s01_pWOZ_r01.png,1.487614987166126,177.61548270913383,0.014069327921884613,57509,733.1586,0.4870431695701703,0.0,100.0,570.8617657152698,0.014072212919446462
student_16,w0016_s01_pWOZ_r03.png,1.5309959639173192,183.57707462045676,0.014212927287884694,58581,544.76807,0.48639441249028686,0.0,100.0,546.549813797368,0.014215795301179368
student_16,w0016_s01_pWOZ_r02.png,1.4900112300114101,178.76909531707898,0.014142520051103431,54027,662.15106,0.48769537055190093,0.0,100.0,549.9850768658059,0.014145380050916492
student_16,w0016_s01_pLND_r01.png,1.8422167026000091,221.22318611793983,0.017303301321681164,63409,942.0662,0.46032621712865407,0.0,100.0,602.6968189905284,0.01730580381986444
student_16,w0016_s01_pLND_r03.png,1.959877710023851,234.98193717513496,0.018644795130294895,71869,341.68005,0.47233838246688686,0.0,100.0,568.9404626144989,0.01864713896281067
student_16,w0016_s01_pLND_r02.png,1.9768755685962567,236.69012151660507,0.01808001808863667,67678,599.6372,0.47308298740817417,0.0,100.0,499.0571356982665,0.018082428720362198
student_20,w0020_s01_pLND_r01.png,3.3508027589584617,394.75643952429766,0.027204723095667457,79983,647.2985,0.5089527504882688,0.0,100.0,366.2843136144381,0.0272060544995938
student_20,w0020_s01_pLND_r03.png,3.5042908417091594,412.1446073483279,0.028644025780934657,88707,516.36206,0.5376171387590323,0.0,100.0,228.5839480355088,0.028645186950813088
student_20,w0020_s01_pLND_r02.png,3.649694294519133,429.8936846970691,0.029792158357399894,93627,286.02844,0.5320070395894833,0.0,100.0,281.9219888292985,0.02979318373148079
student_20,w0020_s01_pPHR_r01.png,0.592243791283279,69.62043017275967,0.004643650337447197,25730,783.0211,0.5312417709095678,0.0,100.0,942.1078170193096,0.004647650160449146
